Prop ID,Prop Name,Prop City,Live Date,RM,PM,Total Inventory,Avali,Inv Status,Head,MTD - FH Occ,Jan-2026 Ach ADR,STLM ADR,Feb-2026 MTD ADR,LM Vs CM ADR MTD,STLM,Feb-2026 MTD Rev,LM Vs CM MTD,Jan-2026 Ach Rev,Monthly Target,Monthly RR,Achievement,Target delta,Grid Status,MTD CTF,Bucket,CM Pricing Forms Count,L30D Pricing Forms Count,Days Since Last Pricing Form,MM,City Tag,Set,CAT
26720,FabHotel Raj City Center 2,Kolkata,9-Mar-2022,Rohit Yadav,Ashish Kumar,35,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Newtown,Metro,PreSet,
26734,FabHotel Super 3 Premium LEC,Varanasi,9-Mar-2022,Vibhor Agarwal,Ashish Kumar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Mahmoorganj,Pilgrim,PreSet,Cat A
26810,FabHotel F9 Lajpat Nagar LEC,New Delhi,10-Mar-2022,Aman Mishra,Ashish Kumar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Lajpat Nagar,Metro,PreSet,
26846,FabHotel Aakiyo LEC,Pune,10-Mar-2022,Shubham Verma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Baner,Metro,PreSet,
26961,FabHotel Plaza Inn LEC,Goa,11-Mar-2022,Abhinav Sharma,Arun Dagar,28,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Candolim Road,Leisure,PreSet,
26962,FabHotel Kamla Regency Delist,Bhopal,11-Mar-2022,Abhishek Asthana,Arun Dagar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,MP Nagar,Business,PreSet,
27096,FabHotel SR Square,Kanpur,13-Mar-2022,Vibhor Agarwal,Ashish Kumar,42,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kalyanpur,Business,PreSet,
27097,FabHotel Sharma Inn Inactive,Kolkata,13-Mar-2022,Rohit Yadav,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,New Town,Metro,PreSet,
27164,FabHotel Admire Suites LEC,New Delhi,14-Mar-2022,Aman Mishra,Ashish Kumar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,2083,0-10%,#N/A,,,East of Kailash,Metro,PreSet,Cat A
27165,FabExpress Rudra Residency LEC,Kolkata,14-Mar-2022,Rohit Yadav,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,New Town,Metro,PreSet,
27228,FabHotel F9 Noida Sector 11 LEC,Noida,15-Mar-2022,Jitendra Dhaker,Ashish Kumar,70,70,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 11,Business,PreSet,
27235,FabHotel Capital Casa,Kolkata,15-Mar-2022,Rohit Yadav,Ashish Kumar,12,12,Live,Arun Biyani,0.00%,1375.5,1193,1290.3,8.2% ▲,0.01,0.21,1630.5% ▲,0.7,0.69,0.58,83.78%,-0.11,PRICE_DECREASE_10_PERCENT_3PM,3950,0-10%,0,2,20,Newtown,Metro,PreSet,CAT C
27430,FabHotel Kasturi,Bhopal,16-Mar-2022,Abhishek Asthana,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bagmugaliya,Business,PreSet,
27435,FabHotel Saurabh Inn Inactive,Indore,16-Mar-2022,Abhishek Asthana,Arun Dagar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sukhliya,Business,PreSet,
27446,FabExpress Riverleaf,Kolkata,16-Mar-2022,Rohit Yadav,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Salt Lake City,Metro,PreSet,
27713,FabHotel Lily Grand Delist,Varanasi,17-Mar-2022,Vibhor Agarwal,Ashish Kumar,42,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Banaras Hindu University,Pilgrim,PreSet,
27720,FabHotel Frenotel Delist,Hyderabad,17-Mar-2022,Sharique Ansari,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Madhapur,Metro,PreSet,
27731,FabExpress Premium LEC,Kolkata,17-Mar-2022,Rohit Yadav,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Newtown,Metro,PreSet,
28270,Via Anutham,New Delhi,19-Mar-2022,Aman Mishra,Ashish Kumar,15,15,Live,Arun Biyani,0.00%,2325.5,2327,2456.3,5.6% ▲,0.28,0.17,-38.4% ▼,0.74,0.67,0.48,71.86%,-0.19,No Grid,3482,0-10%,0,2,19,,Metro,PreSet,CAT A
28288,FabHotel Salt Lake Inn,Kolkata,19-Mar-2022,Rohit Yadav,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bidhannagar,Metro,PreSet,
28293,FabHotel Plum Inn Delist,Indore,19-Mar-2022,Abhishek Asthana,Arun Dagar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
28316,FabExpress Sai City Inn LEC,Kolkata,19-Mar-2022,Rohit Yadav,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ruby,Metro,PreSet,
28317,FabExpress Sri Sai Sathya Residency,Chennai,19-Mar-2022,Shahan Kumar,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Perungalathur,Metro,PreSet,
28318,FabHotel Signature Plaza LEC,New Delhi,19-Mar-2022,Aman Mishra,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,East of Kailash,Metro,PreSet,
28817,FabHotel Rest Inn Inactive,Surat,22-Mar-2022,Deeksha Pathak,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Delhi Gate,Business,PreSet,
28927,FabHotel Ever Green,Manali,23-Mar-2022,Vibhor Agarwal,Ashish Kumar,32,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Aleo,Leisure,PreSet,
29002,FabHotel Plus Maniram Palace,Agra,23-Mar-2022,Vibhor Agarwal,Ashish Kumar,5,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Tajganj,Leisure,PreSet,
29033,FabHotel B Continental,New Delhi,23-Mar-2022,Aman Mishra,Ashish Kumar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Karol Bagh,Metro,PreSet,
29040,FabHotel JR Residency,Pondicherry,23-Mar-2022,Shahan Kumar,Ashish Kumar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahalakshmi Nagar,Leisure,PreSet,
29052,FabExpress Saltlake Elite Stay LEC,Kolkata,23-Mar-2022,Rohit Yadav,Ashish Kumar,10,9,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Prantik Pally Rd,Metro,PreSet,
29056,FabExpress Plus Abalone Resort,Goa,23-Mar-2022,Abhinav Sharma,Arun Dagar,5,5,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Arpora,Leisure,PreSet,
29162,FabHotel Empire Suite,Mumbai,24-Mar-2022,Vipin Verma,Arun Dagar,23,23,Live,Arun Biyani,0.00%,2671.6,2572.5,2623.1,2.0% ▲,1.26,2.44,93.5% ▲,5.45,4.37,6.83,156.31%,2.46,PRICE_DECREASE_10_PERCENT_3PM,3057,0-10%,1,3,5,Andheri East,Metro,PreSet,CAT A
29172,FabHotel Pishori Inn LEC,Indore,24-Mar-2022,Abhishek Asthana,Arun Dagar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Musakhedi,Business,PreSet,
29178,FabExpress Grand Raj LEC,Indore,24-Mar-2022,Abhishek Asthana,Arun Dagar,17,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ring road,Business,PreSet,
29180,FabHotel Pishori,Indore,24-Mar-2022,Abhishek Asthana,Arun Dagar,13,13,Live,Arun Biyani,0.00%,1653.5,1681.7,1490.8,-11.4% ▼,0.39,0.13,-65.3% ▼,0.86,0.75,0.38,50.09%,-0.37,No Grid,349,0-10%,3,6,2,Tower Square,Business,PreSet,CAT B
29393,FabHotel Elements Inn Delist,Patna,26-Mar-2022,Vibhor Agarwal,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kidwaipuri,Business,PreSet,
29394,FabHotel Duplex Villa,Kolkata,26-Mar-2022,Rohit Yadav,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Raghunathpur,Metro,PreSet,
29402,FabHotel Royal Imperio Inactive,Pune,27-Mar-2022,Shubham Verma,Arun Dagar,28,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hinjewadi,Metro,PreSet,
29488,FabHotel La Ola,New Delhi,28-Mar-2022,Aman Mishra,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,East of Kailash,Metro,PreSet,
29497,FabHotel Service Inn Manyata,Bangalore,28-Mar-2022,Dhirendra Singh,Arun Dagar,22,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Manyata Tech Park,Metro,PreSet,
29546,FabHotel Sasti Inn,Chennai,29-Mar-2022,Shahan Kumar,Ashish Kumar,36,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Thoraipakkam,Metro,PreSet,
29547,FabHotel Pride Inn Financia LEC,Hyderabad,29-Mar-2022,Sharique Ansari,Ashish Kumar,34,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gachibowli,Metro,PreSet,
29548,FabHotel The Fortune Inn LEC,Chennai,29-Mar-2022,Shahan Kumar,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Chromepet,Metro,PreSet,
29550,FabExpress Maanpreet LEC,Bhopal,29-Mar-2022,Abhishek Asthana,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ashoka Garden,Business,PreSet,
29553,FabHotel Emerald Inn,Bangalore,29-Mar-2022,Dhirendra Singh,Arun Dagar,45,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Jaya Nagar,Metro,PreSet,
29628,FabHotel Tirupati Galaxy,Kanpur,30-Mar-2022,Vibhor Agarwal,Ashish Kumar,34,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kanpur Railway Station,Business,PreSet,
29633,FabExpress Sagar Residency Inactive,Mumbai,30-Mar-2022,Abhinav Sharma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,South Mumbai,Metro,PreSet,
29637,FabHotel Mai Vrindavan Delist,Manali,30-Mar-2022,Vibhor Agarwal,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Aleo,Leisure,PreSet,
29640,FabHotel Sunshine LEC,Kolkata,30-Mar-2022,Rohit Yadav,Ashish Kumar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Newtown,Metro,PreSet,
29721,FabExpress Cozy Stay,Indore,31-Mar-2022,Abhishek Asthana,Arun Dagar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
29723,FabHotel Joy's Residency LEC,Coimbatore,31-Mar-2022,Shahan Kumar,Ashish Kumar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Singanallur,Business,PreSet,
29727,FabHotel Kriti Green LEC,Varanasi,31-Mar-2022,Vibhor Agarwal,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bari bazar,Pilgrim,PreSet,
29728,FabHotel RK International LEC,Mumbai,31-Mar-2022,Abhinav Sharma,Arun Dagar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mumbai International Airport,Metro,PreSet,
29737,FabExpress Yug Villa LEC,New Delhi,31-Mar-2022,Aman Mishra,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Karol Bagh,Metro,PreSet,
29740,FabHotel Forest Retreat,Manali,31-Mar-2022,Vibhor Agarwal,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Aleo,Leisure,PreSet,
29744,FabHotel Ocean Wellness Delist,Goa,31-Mar-2022,Abhinav Sharma,Arun Dagar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sangolda,Leisure,PreSet,
29754,FabEscape Ocean Wellness Luxury Villa,Goa,31-Mar-2022,Abhinav Sharma,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sangolda,Leisure,PreSet,
29756,FabExpress Amar Palace,Goa,31-Mar-2022,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
29758,FabHotel Royal Serenity,Bangalore,31-Mar-2022,Dhirendra Singh,Arun Dagar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,HRBR Layout,Metro,PreSet,
29762,FabHotel Prime JM Four,Pune,1-Apr-2022,Shubham Verma,Arun Dagar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Shivaji Nagar,Metro,PreSet,
29783,FabExpress Glory,Pune,1-Apr-2022,Shubham Verma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Pimpri-Chinchwad,Metro,PreSet,
29785,FabHotel Golden Stay LEC,New Delhi,1-Apr-2022,Aman Mishra,Ashish Kumar,23,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,IP Extension,Metro,PreSet,
29787,FabHotel Pentagon LEC,Bhubaneswar,1-Apr-2022,Rohit Yadav,Ashish Kumar,31,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bhubaneswar Railway Station,Pilgrim,PreSet,
29878,FabHotel Mayuri Residency,Bangalore,4-Apr-2022,Dhirendra Singh,Arun Dagar,12,12,Live,Arun Biyani,0.00%,1527.9,1643.1,1563,-4.9% ▼,0.44,0.78,76.2% ▲,1.94,1.86,2.19,117.64%,0.33,No Grid,5607,0-10%,4,5,6,Marathahalli,Metro,PreSet,CAT B
29881,FabExpress Dream Inn Inactive,Mumbai,4-Apr-2022,Abhinav Sharma,Arun Dagar,18,18,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Andheri East,Metro,PreSet,
29947,FabHotel Sairaj Inactive,Pune,6-Apr-2022,Shubham Verma,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hinjewadi,Metro,PreSet,
29972,FabExpress Plus Spring Beach Cottages,Goa,7-Apr-2022,Abhinav Sharma,Arun Dagar,5,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Candolim Road,Leisure,PreSet,
29984,FabHotel Aadorlys Inactive,Kolkata,7-Apr-2022,Rohit Yadav,Ashish Kumar,17,17,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Saltlake,Metro,PreSet,
30039,FabHotel Royce Studio Apartments LEC,Pune,8-Apr-2022,Shubham Verma,Arun Dagar,23,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Viman Nagar,Metro,PreSet,
30043,FabExpress Nine Inn,Goa,8-Apr-2022,Abhinav Sharma,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Baga,Leisure,PreSet,
30305,FabHotel Prime Glorious Palace,Kolkata,11-Apr-2022,Rohit Yadav,Ashish Kumar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Topsia,Metro,PreSet,
30543,FabHotel Purple Orchid LEC,Bangalore,12-Apr-2022,Dhirendra Singh,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Koramangala,Metro,PreSet,
30571,FabHotel Grand Vista Inactive,Zirakpur,12-Apr-2022,Jitendra Dhaker,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Zirakpur Panchkula Kalka Highway,Business,PreSet,
30572,FabHotel Alpha Centre Delisted,Pune,12-Apr-2022,Shubham Verma,Arun Dagar,98,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hinjewadi,Metro,PreSet,
30776,FabHotel Maya Crystal,Kanpur,13-Apr-2022,Vibhor Agarwal,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kidwai Nagar,Business,PreSet,
30779,FabHotel Amour delist,Zirakpur,13-Apr-2022,Jitendra Dhaker,Ashish Kumar,8,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Dera Bassi,Business,PreSet,
31070,FabHotel F9 Pitampura LEC,New Delhi,17-Apr-2022,Aman Mishra,Ashish Kumar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,337,0-10%,#N/A,,,Pitampura,Metro,PreSet,Cat A
31204,FabHotel Emblem Suites,New Delhi,18-Apr-2022,Aman Mishra,Ashish Kumar,36,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
31207,FabHotel Eden,Kolkata,18-Apr-2022,Rohit Yadav,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Newtown,Metro,PreSet,
31242,FabExpress Cape Grace LEC,Goa,19-Apr-2022,Abhinav Sharma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Calangute,Leisure,PreSet,
31258,FabExpress Madurai Alagar,Chennai,19-Apr-2022,Shahan Kumar,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,T Nagar,Metro,PreSet,
31310,FabHotel Prime Grand Palace LEC,Siliguri,20-Apr-2022,Rohit Yadav,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Babupara,Business,PreSet,
31312,FabHotel Galaxy Inn LEC,Pune,20-Apr-2022,Shubham Verma,Arun Dagar,15,15,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Wagholi,Metro,PreSet,
31352,FabHotel Ess Pee Grand LEC,Mohali,21-Apr-2022,Jitendra Dhaker,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Phase 1,Business,PreSet,
31361,FabHotel Abirami Residency,Kodaikanal,21-Apr-2022,Shahan Kumar,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bear Shola Rd,Leisure,PreSet,
31369,FabExpress Riddhi Siddhi,Indore,21-Apr-2022,Abhishek Asthana,Arun Dagar,11,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
31408,FabHotel Limewood Inactive,Gurgaon,22-Apr-2022,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 69,Metro,PreSet,
31434,FabHotel Smack Residency,Chennai,22-Apr-2022,Shahan Kumar,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sholinganallur,Metro,PreSet,
31442,FabExpress Paradise Inn III,Goa,22-Apr-2022,Abhinav Sharma,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Panaji,Leisure,PreSet,
31512,FabHotel Travel Buff,Noida,25-Apr-2022,Jitendra Dhaker,Ashish Kumar,35,35,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 135,Business,PreSet,
31516,FabHotel Imperial Inn LEC,Gurgaon,25-Apr-2022,Jitendra Dhaker,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,South City 1,Metro,PreSet,
