Prop ID,Prop Name,Prop City,Live Date,RM,PM,Total Inventory,Avali,Inv Status,Head,MTD - FH Occ,Jan-2026 Ach ADR,STLM ADR,Feb-2026 MTD ADR,LM Vs CM ADR MTD,STLM,Feb-2026 MTD Rev,LM Vs CM MTD,Jan-2026 Ach Rev,Monthly Target,Monthly RR,Achievement,Target delta,Grid Status,MTD CTF,Bucket,CM Pricing Forms Count,L30D Pricing Forms Count,Days Since Last Pricing Form,MM,City Tag,Set,CAT
1575,Via Deluxe Comfort,Mumbai,14-Dec-2018,Vipin Verma,Arun Dagar,8,8,Live,Arun Biyani,0.00%,2505.2,2403.7,2257.1,-6.1% ▼,0.65,0.61,-6.1% ▼,2.08,1.84,1.71,92.74%,-0.13,No Grid,7636,0-10%,1,2,9,,Metro,PreSet,CAT B
1587,FabHotel Kumar,Indore,18-Dec-2018,Abhishek Asthana,Arun Dagar,26,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
1603,FabHotel Ascot International II LEC,Mumbai,21-Dec-2018,Abhinav Sharma,Arun Dagar,23,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mumbai International Airport,Metro,PreSet,
1621,"Via Victoria With Pool, Baga Beach",Goa,4-Jan-2019,Vipin Verma,Arun Dagar,7,7,Live,Arun Biyani,0.00%,2117.5,2357.2,1468.5,-37.7% ▼,0.54,0.03,-94.6% ▼,1.69,1.32,0.08,6.23%,-1.24,Gradual Price Increase,0,0-10%,1,3,2,,Leisure,PreSet,CAT C
1628,FabExpress Orange Suites LEC,Mumbai,8-Jan-2019,Abhinav Sharma,Arun Dagar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Santacruz East,Metro,PreSet,
1641,FabHotel Rallkmas,Gurgaon,15-Jan-2019,Jitendra Dhaker,Ashish Kumar,12,12,Live,Arun Biyani,0.00%,1761.6,1844.6,1850.1,0.3% ▲,1.03,0.89,-14.0% ▼,2.61,2.81,2.49,88.49%,-0.32,No Grid,13897,0-10%,7,18,2,Sector 25,Metro,PreSet,CAT A
1644,FabHotel Shami Inn,Manali,16-Jan-2019,Vibhor Agarwal,Ashish Kumar,10,10,Live,Arun Biyani,0.00%,2975.8,2975.8,#DIV/0!,-,0.12,0,-100.0% ▼,0.12,0.2,0,0.00%,-0.2,No Grid,0,0-10%,1,6,7,Aleo,Leisure,PreSet,Churn
1645,FabExpress Global Inn,Lucknow,17-Jan-2019,Vibhor Agarwal,Ashish Kumar,28,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Charbagh,Business,PreSet,
1667,FabExpress Galaxy Inactive,Indore,24-Jan-2019,Abhishek Asthana,Arun Dagar,30,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Indore Junction Railway Station,Business,PreSet,
1693,"FabHotel Yoyo Cottage With Pool, Chapora Fort",Goa,6-Feb-2019,Abhinav Sharma,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,0,0-10%,#N/A,,,Vagator,Leisure,PreSet,Cat A
1740,FabHotel Conclave Executive,New Delhi,21-Feb-2019,Aman Mishra,Ashish Kumar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nehru Place,Metro,PreSet,
1743,FabHotel Kangappadan Residency,Thrissur,22-Feb-2019,Praveen Yadav,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ramavarmapuram,Pilgrim,PreSet,
1770,FabHotel Vista Suites,Bangalore,5-Mar-2019,Dhirendra Singh,Arun Dagar,8,8,Live,Arun Biyani,0.00%,2146.8,2128.4,2012.8,-5.4% ▼,0.6,0.4,-32.5% ▼,1.31,1.4,1.13,80.51%,-0.27,No Grid,5757,0-10%,3,4,6,Frazer Town,Metro,PreSet,CAT B
1773,FabHotel Himanshi,Udaipur,6-Mar-2019,Deeksha Pathak,Arun Dagar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Fateh Sagar Rd,Leisure,PreSet,Cat C
1796,FabExpress Pramila Haridwar LEC,Haridwar,12-Mar-2019,Vibhor Agarwal,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Shivmurti Circle,Pilgrim,PreSet,
1806,FabHotel Pentagon Delist,Bhubaneswar,14-Mar-2019,Rohit Yadav,Ashish Kumar,27,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bhubaneswar Railway Station,Pilgrim,PreSet,
1841,Via Wenlock Homes,Ooty,30-Mar-2019,Shahan Kumar,Ashish Kumar,7,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,1803,0-10%,#N/A,,,,Leisure,PreSet,Cat A
1846,"FabHotel K7 Trends With Pool, Baga Beach",Goa,3-Apr-2019,Abhinav Sharma,Arun Dagar,20,17,Live,Arun Biyani,0.00%,3089.4,3617.1,2181.5,-39.7% ▼,1.84,0.83,-55.1% ▼,6.43,5.42,2.32,42.82%,-3.1,No Grid,3579,0-10%,5,12,0,Calangute,Leisure,PreSet,CAT A
1879,FabHotel Mulberry Retreat I,Gurgaon,24-Apr-2019,Jitendra Dhaker,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sushant Lok 2,Metro,PreSet,
1882,Via Karishma,Pune,25-Apr-2019,Shubham Verma,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,1680.3,1821,1572.9,-13.6% ▼,0.2,0.17,-13.6% ▼,1.06,0.94,0.48,51.54%,-0.46,Live,2491,0-10%,#N/A,,,,Metro,PreSet,CAT A
1896,FabHotel Belmorrise,Noida,29-Apr-2019,Jitendra Dhaker,Ashish Kumar,34,34,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,S.E.Z,Business,PreSet,
1905,FabHotel Summit Star,Ahmedabad,1-May-2019,Deeksha Pathak,Arun Dagar,40,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Navrangpura,Business,PreSet,
1930,FabHotel Eco Stay,Indore,14-May-2019,Abhishek Asthana,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vijay Nagar,Business,PreSet,
1976,FabExpress Ashray,Noida,30-May-2019,Jitendra Dhaker,Ashish Kumar,9,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 43,Business,PreSet,
2044,FabHotel New Buddha Inn,Patna,29-Jun-2019,Vibhor Agarwal,Ashish Kumar,31,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Srikrishna Science Centre,Business,PreSet,
2052,FabHotel Diamond LEC,Zirakpur,1-Jul-2019,Jitendra Dhaker,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Zirakpur Panchkula Kalka Highway,Business,PreSet,
2062,FabHotel Blossoms I,Pune,3-Jul-2019,Shubham Verma,Arun Dagar,27,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Viman Nagar,Metro,PreSet,
2089,FabExpress Liwa International LEC,Mumbai,12-Jul-2019,Abhinav Sharma,Arun Dagar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sher E Punjab,Metro,PreSet,
2096,FabHotel Lakme,Pune,15-Jul-2019,Shubham Verma,Arun Dagar,25,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,FC Road,Metro,PreSet,
2098,FabHotel Landmark Residency,Mumbai,15-Jul-2019,Abhinav Sharma,Arun Dagar,18,18,Live,Arun Biyani,0.00%,1819.5,1886.1,1813.4,-3.9% ▼,0.89,0.8,-10.0% ▼,2.46,2.16,2.23,103.43%,0.07,No Grid,8433,0-10%,0,2,15,Vashi,Metro,PreSet,CAT A
2100,FabHotel Bee Town,Indore,15-Jul-2019,Abhishek Asthana,Arun Dagar,41,41,Live,Arun Biyani,0.00%,2002.9,2088.4,1883.5,-9.8% ▼,1.17,0.21,-82.3% ▼,4.27,2.24,0.58,25.90%,-1.66,No Grid,0,0-10%,3,7,2,AB Road,Business,PreSet,CAT A
2110,FabHotel Airlift,New Delhi,18-Jul-2019,Aman Mishra,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
2111,FabHotel Olivia Suite,New Delhi,18-Jul-2019,Aman Mishra,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mahipalpur,Metro,PreSet,
2116,FabHotel South View,New Delhi,18-Jul-2019,Aman Mishra,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nehru Place,Metro,PreSet,
2132,FabHotel Tranquil Heights,Kodaikanal,24-Jul-2019,Shahan Kumar,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Naidupuram,Leisure,PreSet,
2144,FabHotel Luxor,Kolkata,26-Jul-2019,Rohit Yadav,Ashish Kumar,9,9,Live,Arun Biyani,0.00%,1973.3,1933.2,2247.1,16.2% ▲,0.72,0.45,-37.2% ▼,2.31,2.12,1.26,59.36%,-0.86,No Grid,374,0-10%,1,3,6,Ruby,Metro,PreSet,CAT B
2154,FabHotel Palash Residency,Ranchi,29-Jul-2019,Vibhor Agarwal,Ashish Kumar,22,22,Live,Arun Biyani,0.00%,2509.1,#DIV/0!,2511.5,-,0,1.81,-,3.36,2.86,5.06,177.03%,2.2,No Grid,2488,0-10%,1,3,7,Ranchi Railway Station,Business,PreSet,CAT A
2166,FabHotel Star of Taj Restobar Delisted,Agra,5-Aug-2019,Vibhor Agarwal,Ashish Kumar,17,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,TDI Mall,Leisure,PreSet,
2170,FabHotel Eleven Heights,Bhopal,6-Aug-2019,Abhishek Asthana,Arun Dagar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Arera Colony,Business,PreSet,
2183,FabHotel Gazal Residency,Lucknow,8-Aug-2019,Vibhor Agarwal,Ashish Kumar,12,12,Live,Arun Biyani,0.00%,1356.6,1407.3,1354.6,-3.7% ▼,0.06,0.12,116.6% ▲,0.18,0.27,0.34,126.43%,0.07,No Grid,264,0-10%,2,4,7,Mahanagar,Business,PreSet,CAT C
2188,FabHotel Crown Heights LEC,Bangalore,12-Aug-2019,Dhirendra Singh,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,2237,0-10%,#N/A,,,Koramangala,Metro,PreSet,Cat A+
2189,FabHotel Casa Inactive,Mohali,12-Aug-2019,Jitendra Dhaker,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Bestech Square Mall,Business,PreSet,
2193,FabHotel Radana,Mumbai,14-Aug-2019,Abhinav Sharma,Arun Dagar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Navi Mumbai,Metro,PreSet,
2203,FabHotel Jaggi Palace,New Delhi,19-Aug-2019,Aman Mishra,Ashish Kumar,19,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,1923,0-10%,#N/A,,,Karol Bagh,Metro,PreSet,Cat B
2204,FabExpress Travellers Inn LEC,Lucknow,19-Aug-2019,Vibhor Agarwal,Ashish Kumar,16,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gomti Nagar,Business,PreSet,
2224,FabHotel Santhi Inn,Pondicherry,28-Aug-2019,Shahan Kumar,Ashish Kumar,11,11,Live,Arun Biyani,0.00%,2291.8,2485.8,2000,-19.5% ▼,1.99,1.24,-37.6% ▼,5.91,3.78,3.47,91.85%,-0.31,No Grid,7538,0-10%,1,2,6,Heritage Town,Leisure,PreSet,CAT A
2242,FabHotel Adore Inn,Mumbai,31-Aug-2019,Vipin Verma,Arun Dagar,15,15,Live,Arun Biyani,0.00%,2174.6,1951,2402.6,23.1% ▲,1.25,1.87,50.1% ▲,4.83,4.32,5.25,121.47%,0.93,No Grid,0,0-10%,2,4,2,Andheri East,Metro,PreSet,CAT A
2254,FabHotel Elysian Grand LEC,Lucknow,6-Sep-2019,Vibhor Agarwal,Ashish Kumar,17,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Lucknow Airport,Business,PreSet,
2261,FabHotel Jannat,Zirakpur,9-Sep-2019,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Ambala Chandigarh Expy,Business,PreSet,
2331,FabHotel Temmie Regency,Gangtok,24-Sep-2019,Rohit Yadav,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vishal Gaon,Leisure,PreSet,
2353,"FabHotel Royal Mirage With Pool & GYM, Candolim Beach Inactive",Goa,30-Sep-2019,Abhinav Sharma,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Candolim,Leisure,PreSet,
2356,FabHotel Aayash,Kolkata,1-Oct-2019,Rohit Yadav,Ashish Kumar,16,10,Live,Arun Biyani,0.00%,1988,1872.8,2018.9,7.8% ▲,1.2,1.94,61.7% ▲,4.65,4.08,5.43,133.01%,1.35,No Grid,0,0-10%,1,4,6,Bidhannagar,Metro,PreSet,CAT A
2364,FabHotel Nestlay Rooms,Chennai,3-Oct-2019,Shahan Kumar,Ashish Kumar,10,10,Live,Arun Biyani,0.00%,2314.4,2272.8,2338.8,2.9% ▲,0.86,1.1,27.3% ▲,2.71,2.8,3.08,109.92%,0.28,No Grid,0,0-10%,2,4,6,Ambattur Industrial Estate,Metro,PreSet,CAT A
2397,FabHotel The Khushi Regent Delist,Bhopal,9-Oct-2019,Abhishek Asthana,Arun Dagar,15,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Maharana Pratap Nagar,Business,PreSet,
2398,FabHotel Sain Dass,Kanpur,9-Oct-2019,Vibhor Agarwal,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Kaushalpuri,Business,PreSet,
2403,FabHotel A 97,New Delhi,9-Oct-2019,Aman Mishra,Ashish Kumar,11,11,Live,Arun Biyani,0.00%,2970.7,#DIV/0!,3480.8,-,0,0.73,-,0.21,0.39,2.05,524.79%,1.66,No Grid,740,0-10%,8,10,0,Lajpat Nagar,Metro,PreSet,CAT B
2404,FabHotel Sky Bay Delist,Chennai,9-Oct-2019,Shahan Kumar,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vadapalani,Metro,PreSet,
2425,FabHotel Floyd LEC,New Delhi,16-Oct-2019,Aman Mishra,Ashish Kumar,9,9,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Dayananda Colony,Metro,PreSet,
2446,FabHotel CT Palace Delist,Bhopal,18-Oct-2019,Abhishek Asthana,Arun Dagar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Near New Market,Business,PreSet,
2452,FabExpress Comfort Executive Delist,Pune,18-Oct-2019,Shubham Verma,Arun Dagar,27,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hinjewadi,Metro,PreSet,
2459,FabHotel Grand Sheela,Patna,19-Oct-2019,Vibhor Agarwal,Ashish Kumar,16,16,Live,Arun Biyani,0.00%,1670.8,1608.3,1604,-0.3% ▼,0.24,0.47,92.8% ▲,1.65,1.2,1.3,108.54%,0.1,PRICE_DECREASE_10_PERCENT_3PM,4084,0-10%,3,7,5,Mithapur,Business,PreSet,CAT B
2466,FabExpress Neighbour Inn-Nandambakkam,Chennai,21-Oct-2019,Shahan Kumar,Ashish Kumar,25,25,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nandambakkam,Metro,PreSet,
2505,FabHotel Solitaire Inn,Kanpur,30-Oct-2019,Vibhor Agarwal,Ashish Kumar,16,15,Live,Arun Biyani,0.00%,1672,1658,1975.4,19.1% ▲,0.83,0.59,-28.5% ▼,1.66,1.97,1.66,84.23%,-0.31,No Grid,3066,0-10%,2,4,6,Sarvodaya Nagar,Business,PreSet,CAT A
2506,FabHotel Palliate,Ahmedabad,30-Oct-2019,Deeksha Pathak,Arun Dagar,24,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Paldi,Business,PreSet,
2532,FabHotel Axis International,Mumbai,4-Nov-2019,Vipin Verma,Arun Dagar,33,33,Live,Arun Biyani,0.00%,3576.2,3393,3666.8,8.1% ▲,0.98,5.06,414.3% ▲,7.97,9.2,14.17,154.01%,4.97,No Grid,327,0-10%,1,2,2,Andheri East,Metro,PreSet,CAT A
2542,FabHotel Crawford Inn Delist,Mumbai,5-Nov-2019,Abhinav Sharma,Arun Dagar,31,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Mint Road,Metro,PreSet,
2588,FabHotel Viraj Suites Delist,Hyderabad,13-Nov-2019,Sharique Ansari,Ashish Kumar,53,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gachibowli,Metro,PreSet,
2599,FabExpress Ranjana Heritage,Lucknow,14-Nov-2019,Vibhor Agarwal,Ashish Kumar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Gomti Nagar,Business,PreSet,
2610,FabHotel LA PEARL,Bhopal,15-Nov-2019,Abhishek Asthana,Arun Dagar,22,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vidya Nagar,Business,PreSet,
2667,Via Hemkunt Residency,Noida,22-Nov-2019,Jitendra Dhaker,Ashish Kumar,13,13,Live,Arun Biyani,0.00%,2477.8,2477.8,1905.6,-23.1% ▼,0.12,0.13,7.7% ▲,0.12,0.23,0.37,162.39%,0.14,No Grid,746,0-10%,1,3,8,,Business,PreSet,Churn
2675,FabHotel 7th Crossing,Jaipur,22-Nov-2019,Deeksha Pathak,Arun Dagar,12,12,Live,Arun Biyani,0.00%,1679.6,1746.5,1429.1,-18.2% ▼,0.42,0.54,29.6% ▲,1.8,1.37,1.52,110.99%,0.15,No Grid,105,0-10%,2,6,0,Jaipur International Airport,Leisure,PreSet,CAT B
2686,FabHotel City Inn,Rajkot,25-Nov-2019,Deeksha Pathak,Arun Dagar,25,25,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Rajputpara,Business,PreSet,
2714,FabHotel Anandam,Raipur,27-Nov-2019,Vibhor Agarwal,Ashish Kumar,15,0,Churned,Arun Biyani,0.00%,1638.1,1719,#DIV/0!,-,0.12,0,-100.0% ▼,0.23,0,0,-,0,Live,4427,0-10%,#N/A,,,Raipur Railway Station,Business,PreSet,CAT C
2716,FabHotel Kiara,Gurgaon,27-Nov-2019,Jitendra Dhaker,Ashish Kumar,18,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,5561,0-10%,#N/A,,,Medanta Hospital,Metro,PreSet,Cat A
2756,FabHotel Greenery View,Gangtok,3-Dec-2019,Rohit Yadav,Ashish Kumar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Vishal Gaon,Leisure,PreSet,
2759,FabHotel Prathamesh Pride Delist,Nashik,4-Dec-2019,Deeksha Pathak,Arun Dagar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Wasan Nagar,Pilgrim,PreSet,
2837,FabHotel BSR Inn,Bangalore,12-Dec-2019,Dhirendra Singh,Arun Dagar,34,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Indiranagar,Metro,PreSet,
2937,FabHotel RR Grand,Vijayawada,20-Dec-2019,Shahan Kumar,Ashish Kumar,20,20,Live,Arun Biyani,0.00%,2180.6,2206.8,2184.1,-1.0% ▼,2.12,1.16,-45.4% ▼,5.06,4.67,3.24,69.41%,-1.43,No Grid,751,0-10%,1,2,6,Benz Circle,Business,PreSet,CAT A
2987,FabExpress Royal Ashray,Noida,27-Dec-2019,Jitendra Dhaker,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Sector 44,Business,PreSet,
3056,FabHotel Prime II Inactive,Hyderabad,6-Jan-2020,Sharique Ansari,Ashish Kumar,12,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Shamshabad,Metro,PreSet,
3132,FabExpress Travelers Lodge LEC,Jaipur,13-Jan-2020,Deeksha Pathak,Arun Dagar,21,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Nirman Nagar,Leisure,PreSet,
3142,FabHotel Step Inn,Kolkata,14-Jan-2020,Rohit Yadav,Ashish Kumar,12,12,Live,Arun Biyani,0.00%,1393.6,1408.9,1320.8,-6.3% ▼,1.39,0.74,-47.0% ▼,4.35,3.67,2.07,56.43%,-1.6,No Grid,0,0-10%,1,4,2,Newtown,Metro,PreSet,CAT A
3241,FabHotel Le Heritage LEC,New Delhi,24-Jan-2020,Aman Mishra,Ashish Kumar,33,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Karol Bagh,Metro,PreSet,
3245,Via The Adore Palace,Mumbai,27-Jan-2020,Abhinav Sharma,Arun Dagar,30,30,Live,Arun Biyani,0.00%,1622.1,1747.8,1530.2,-12.4% ▼,0.33,1.24,273.3% ▲,2.04,1.4,3.47,247.90%,2.07,PRICE_DECREASE_10_PERCENT_3PM,6004,0-10%,2,3,7,,Metro,PreSet,CAT B
3257,FabHotel Hill View II,Hyderabad,28-Jan-2020,Sharique Ansari,Ashish Kumar,20,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Hitech City,Metro,PreSet,
3281,FabExpress Sunshine Executive,Pune,31-Jan-2020,Shubham Verma,Arun Dagar,13,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Baner,Metro,PreSet,
3326,FabExpress Spring De Goa,Goa,6-Feb-2020,Abhinav Sharma,Arun Dagar,14,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,No Grid,,0-10%,#N/A,,,Porvorim,Leisure,PreSet,
3331,FabHotel Gravity Inn,Pune,6-Feb-2020,Shubham Verma,Arun Dagar,10,0,Churned,Arun Biyani,0.00%,#DIV/0!,#DIV/0!,#DIV/0!,-,0,0,-,0,0,0,-,0,Churned,,0-10%,#N/A,,,Baner,Metro,PreSet,
